Unnamed: 0,statement,label,city,country,correct_country,twoshot_prompt
790,The city of Asyut is not in Egypt.,0,Asyut,Egypt,Egypt,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Asyut is not in Egypt. This statement is:"
791,The city of Asyut is not in Japan.,1,Asyut,Japan,Egypt,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Asyut is not in Japan. This statement is:"
792,The city of Ziyang is not in China.,0,Ziyang,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Ziyang is not in China. This statement is:"
793,The city of Ziyang is not in Belgium.,1,Ziyang,Belgium,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Ziyang is not in Belgium. This statement is:"
794,The city of Yinchuan is not in China.,0,Yinchuan,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Yinchuan is not in China. This statement is:"
795,The city of Yinchuan is not in Bangladesh.,1,Yinchuan,Bangladesh,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Yinchuan is not in Bangladesh. This statement is:"
796,The city of Zhangjiagang is not in China.,0,Zhangjiagang,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Zhangjiagang is not in China. This statement is:"
797,The city of Zhangjiagang is not in Brazil.,1,Zhangjiagang,Brazil,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Zhangjiagang is not in Brazil. This statement is:"
798,The city of Shanghai is not in China.,0,Shanghai,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Shanghai is not in China. This statement is:"
799,The city of Shanghai is not in Mexico.,1,Shanghai,Mexico,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Shanghai is not in Mexico. This statement is:"
800,The city of Jieyang is not in China.,0,Jieyang,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Jieyang is not in China. This statement is:"
801,The city of Jieyang is not in the Philippines.,1,Jieyang,the Philippines,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Jieyang is not in the Philippines. This statement is:"
802,The city of Longyan is not in China.,0,Longyan,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Longyan is not in China. This statement is:"
803,The city of Longyan is not in Benin.,1,Longyan,Benin,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Longyan is not in Benin. This statement is:"
804,The city of Dandong is not in China.,0,Dandong,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Dandong is not in China. This statement is:"
805,The city of Dandong is not in Niger.,1,Dandong,Niger,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Dandong is not in Niger. This statement is:"
806,The city of Frankfurt am Main is not in Germany.,0,Frankfurt am Main,Germany,Germany,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Frankfurt am Main is not in Germany. This statement is:"
807,The city of Frankfurt am Main is not in Vietnam.,1,Frankfurt am Main,Vietnam,Germany,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Frankfurt am Main is not in Vietnam. This statement is:"
808,The city of Lusaka is not in Zambia.,0,Lusaka,Zambia,Zambia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Lusaka is not in Zambia. This statement is:"
809,The city of Lusaka is not in Poland.,1,Lusaka,Poland,Zambia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Lusaka is not in Poland. This statement is:"
810,The city of Aden is not in Yemen.,0,Aden,Yemen,Yemen,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Aden is not in Yemen. This statement is:"
811,The city of Aden is not in Japan.,1,Aden,Japan,Yemen,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Aden is not in Japan. This statement is:"
812,The city of Jaboatao is not in Brazil.,0,Jaboatao,Brazil,Brazil,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Jaboatao is not in Brazil. This statement is:"
813,The city of Jaboatao is not in Syria.,1,Jaboatao,Syria,Brazil,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Jaboatao is not in Syria. This statement is:"
814,The city of Aracaju is not in Brazil.,0,Aracaju,Brazil,Brazil,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Aracaju is not in Brazil. This statement is:"
815,The city of Aracaju is not in Russia.,1,Aracaju,Russia,Brazil,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Aracaju is not in Russia. This statement is:"
816,The city of Londrina is not in Brazil.,0,Londrina,Brazil,Brazil,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Londrina is not in Brazil. This statement is:"
817,The city of Londrina is not in India.,1,Londrina,India,Brazil,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Londrina is not in India. This statement is:"
818,The city of Zigong is not in China.,0,Zigong,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Zigong is not in China. This statement is:"
819,The city of Zigong is not in Turkey.,1,Zigong,Turkey,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Zigong is not in Turkey. This statement is:"
820,The city of Kunshan is not in China.,0,Kunshan,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Kunshan is not in China. This statement is:"
821,The city of Kunshan is not in Russia.,1,Kunshan,Russia,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Kunshan is not in Russia. This statement is:"
822,The city of Yichang is not in China.,0,Yichang,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Yichang is not in China. This statement is:"
823,The city of Yichang is not in Japan.,1,Yichang,Japan,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Yichang is not in Japan. This statement is:"
824,The city of Sanming is not in China.,0,Sanming,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Sanming is not in China. This statement is:"
825,The city of Sanming is not in Bulgaria.,1,Sanming,Bulgaria,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Sanming is not in Bulgaria. This statement is:"
826,The city of Guang'an is not in China.,0,Guang'an,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Guang'an is not in China. This statement is:"
827,The city of Guang'an is not in Germany.,1,Guang'an,Germany,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Guang'an is not in Germany. This statement is:"
828,The city of Ma'anshan is not in China.,0,Ma'anshan,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Ma'anshan is not in China. This statement is:"
829,The city of Ma'anshan is not in India.,1,Ma'anshan,India,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Ma'anshan is not in India. This statement is:"
830,The city of Dongying is not in China.,0,Dongying,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Dongying is not in China. This statement is:"
831,The city of Dongying is not in India.,1,Dongying,India,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Dongying is not in India. This statement is:"
832,The city of Fushun is not in China.,0,Fushun,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Fushun is not in China. This statement is:"
833,The city of Fushun is not in Mexico.,1,Fushun,Mexico,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Fushun is not in Mexico. This statement is:"
834,The city of Rajshahi is not in Bangladesh.,0,Rajshahi,Bangladesh,Bangladesh,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Rajshahi is not in Bangladesh. This statement is:"
835,The city of Rajshahi is not in Russia.,1,Rajshahi,Russia,Bangladesh,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Rajshahi is not in Russia. This statement is:"
836,The city of Rangpur is not in Bangladesh.,0,Rangpur,Bangladesh,Bangladesh,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Rangpur is not in Bangladesh. This statement is:"
837,The city of Rangpur is not in Russia.,1,Rangpur,Russia,Bangladesh,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Rangpur is not in Russia. This statement is:"
838,The city of Dortmund is not in Germany.,0,Dortmund,Germany,Germany,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Dortmund is not in Germany. This statement is:"
839,The city of Dortmund is not in India.,1,Dortmund,India,Germany,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Dortmund is not in India. This statement is:"
840,The city of Detroit is not in the United States.,0,Detroit,the United States,the United States,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Detroit is not in the United States. This statement is:"
841,The city of Detroit is not in China.,1,Detroit,China,the United States,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Detroit is not in China. This statement is:"
842,The city of Latakia is not in Syria.,0,Latakia,Syria,Syria,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Latakia is not in Syria. This statement is:"
843,The city of Latakia is not in Somalia.,1,Latakia,Somalia,Syria,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Latakia is not in Somalia. This statement is:"
844,The city of Ashgabat is not in Turkmenistan.,0,Ashgabat,Turkmenistan,Turkmenistan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Ashgabat is not in Turkmenistan. This statement is:"
845,The city of Ashgabat is not in Bangladesh.,1,Ashgabat,Bangladesh,Turkmenistan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Ashgabat is not in Bangladesh. This statement is:"
846,The city of Maracaibo is not in Venezuela.,0,Maracaibo,Venezuela,Venezuela,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Maracaibo is not in Venezuela. This statement is:"
847,The city of Maracaibo is not in Russia.,1,Maracaibo,Russia,Venezuela,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Maracaibo is not in Russia. This statement is:"
848,The city of Erode is not in India.,0,Erode,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Erode is not in India. This statement is:"
849,The city of Erode is not in China.,1,Erode,China,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Erode is not in China. This statement is:"
850,The city of Mumbai is not in India.,0,Mumbai,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Mumbai is not in India. This statement is:"
851,The city of Mumbai is not in China.,1,Mumbai,China,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Mumbai is not in China. This statement is:"
852,The city of Nasiriyah is not in Iraq.,0,Nasiriyah,Iraq,Iraq,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Nasiriyah is not in Iraq. This statement is:"
853,The city of Nasiriyah is not in Rwanda.,1,Nasiriyah,Rwanda,Iraq,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Nasiriyah is not in Rwanda. This statement is:"
854,The city of Kahriz is not in Iran.,0,Kahriz,Iran,Iran,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Kahriz is not in Iran. This statement is:"
855,The city of Kahriz is not in Uzbekistan.,1,Kahriz,Uzbekistan,Iran,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Kahriz is not in Uzbekistan. This statement is:"
856,The city of Surakarta is not in Indonesia.,0,Surakarta,Indonesia,Indonesia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Surakarta is not in Indonesia. This statement is:"
857,The city of Surakarta is not in India.,1,Surakarta,India,Indonesia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Surakarta is not in India. This statement is:"
858,The city of Banjarmasin is not in Indonesia.,0,Banjarmasin,Indonesia,Indonesia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Banjarmasin is not in Indonesia. This statement is:"
859,The city of Banjarmasin is not in South Korea.,1,Banjarmasin,South Korea,Indonesia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Banjarmasin is not in South Korea. This statement is:"
860,The city of Vladivostok is not in Russia.,0,Vladivostok,Russia,Russia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Vladivostok is not in Russia. This statement is:"
861,The city of Vladivostok is not in Romania.,1,Vladivostok,Romania,Russia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Vladivostok is not in Romania. This statement is:"
862,The city of Adana is not in Turkey.,0,Adana,Turkey,Turkey,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Adana is not in Turkey. This statement is:"
863,The city of Adana is not in Togo.,1,Adana,Togo,Turkey,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Adana is not in Togo. This statement is:"
864,The city of Voronezh is not in Russia.,0,Voronezh,Russia,Russia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Voronezh is not in Russia. This statement is:"
865,The city of Voronezh is not in Romania.,1,Voronezh,Romania,Russia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Voronezh is not in Romania. This statement is:"
866,The city of Namangan is not in Uzbekistan.,0,Namangan,Uzbekistan,Uzbekistan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Namangan is not in Uzbekistan. This statement is:"
867,The city of Namangan is not in India.,1,Namangan,India,Uzbekistan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Namangan is not in India. This statement is:"
868,The city of Ordos is not in China.,0,Ordos,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Ordos is not in China. This statement is:"
869,The city of Ordos is not in Brazil.,1,Ordos,Brazil,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Ordos is not in Brazil. This statement is:"
870,The city of Moradabad is not in India.,0,Moradabad,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Moradabad is not in India. This statement is:"
871,The city of Moradabad is not in China.,1,Moradabad,China,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Moradabad is not in China. This statement is:"
872,The city of Bengaluru is not in India.,0,Bengaluru,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Bengaluru is not in India. This statement is:"
873,The city of Bengaluru is not in China.,1,Bengaluru,China,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Bengaluru is not in China. This statement is:"
874,The city of Shivaji Nagar is not in India.,0,Shivaji Nagar,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Shivaji Nagar is not in India. This statement is:"
875,The city of Shivaji Nagar is not in China.,1,Shivaji Nagar,China,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Shivaji Nagar is not in China. This statement is:"
876,The city of Turin is not in Italy.,0,Turin,Italy,Italy,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Turin is not in Italy. This statement is:"
877,The city of Turin is not in China.,1,Turin,China,Italy,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Turin is not in China. This statement is:"
878,The city of Okayama is not in Japan.,0,Okayama,Japan,Japan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Okayama is not in Japan. This statement is:"
879,The city of Okayama is not in Russia.,1,Okayama,Russia,Japan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Okayama is not in Russia. This statement is:"
880,The city of Daejeon is not in South Korea.,0,Daejeon,South Korea,South Korea,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Daejeon is not in South Korea. This statement is:"
881,The city of Daejeon is not in India.,1,Daejeon,India,South Korea,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Daejeon is not in India. This statement is:"
882,The city of Battagram is not in Pakistan.,0,Battagram,Pakistan,Pakistan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Battagram is not in Pakistan. This statement is:"
883,The city of Battagram is not in Tanzania.,1,Battagram,Tanzania,Pakistan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Battagram is not in Tanzania. This statement is:"
884,The city of Yaounde is not in Cameroon.,0,Yaounde,Cameroon,Cameroon,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Yaounde is not in Cameroon. This statement is:"
885,The city of Yaounde is not in China.,1,Yaounde,China,Cameroon,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Yaounde is not in China. This statement is:"
886,The city of Zhangzhou is not in China.,0,Zhangzhou,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Zhangzhou is not in China. This statement is:"
887,The city of Zhangzhou is not in Nicaragua.,1,Zhangzhou,Nicaragua,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Zhangzhou is not in Nicaragua. This statement is:"
888,The city of Yangquan is not in China.,0,Yangquan,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Yangquan is not in China. This statement is:"
889,The city of Yangquan is not in Hungary.,1,Yangquan,Hungary,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Yangquan is not in Hungary. This statement is:"
890,The city of Sanya is not in China.,0,Sanya,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Sanya is not in China. This statement is:"
891,The city of Sanya is not in India.,1,Sanya,India,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Sanya is not in India. This statement is:"
892,The city of Foshan is not in China.,0,Foshan,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Foshan is not in China. This statement is:"
893,The city of Foshan is not in Mozambique.,1,Foshan,Mozambique,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Foshan is not in Mozambique. This statement is:"
894,The city of Sharjah is not in the United Arab Emirates.,0,Sharjah,the United Arab Emirates,the United Arab Emirates,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Sharjah is not in the United Arab Emirates. This statement is:"
895,The city of Sharjah is not in China.,1,Sharjah,China,the United Arab Emirates,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Sharjah is not in China. This statement is:"
896,The city of Al Ain City is not in the United Arab Emirates.,0,Al Ain City,the United Arab Emirates,the United Arab Emirates,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Al Ain City is not in the United Arab Emirates. This statement is:"
897,The city of Al Ain City is not in India.,1,Al Ain City,India,the United Arab Emirates,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Al Ain City is not in India. This statement is:"
898,The city of Kalininskiy is not in Russia.,0,Kalininskiy,Russia,Russia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Kalininskiy is not in Russia. This statement is:"
899,The city of Kalininskiy is not in Japan.,1,Kalininskiy,Japan,Russia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Kalininskiy is not in Japan. This statement is:"
900,The city of Mersin is not in Turkey.,0,Mersin,Turkey,Turkey,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Mersin is not in Turkey. This statement is:"
901,The city of Mersin is not in the United States.,1,Mersin,the United States,Turkey,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Mersin is not in the United States. This statement is:"
902,The city of Guayaquil is not in Ecuador.,0,Guayaquil,Ecuador,Ecuador,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Guayaquil is not in Ecuador. This statement is:"
903,The city of Guayaquil is not in China.,1,Guayaquil,China,Ecuador,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Guayaquil is not in China. This statement is:"
904,The city of Tegucigalpa is not in Honduras.,0,Tegucigalpa,Honduras,Honduras,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Tegucigalpa is not in Honduras. This statement is:"
905,The city of Tegucigalpa is not in China.,1,Tegucigalpa,China,Honduras,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Tegucigalpa is not in China. This statement is:"
906,The city of Koeln is not in Germany.,0,Koeln,Germany,Germany,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Koeln is not in Germany. This statement is:"
907,The city of Koeln is not in Nigeria.,1,Koeln,Nigeria,Germany,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Koeln is not in Nigeria. This statement is:"
908,The city of Nuernberg is not in Germany.,0,Nuernberg,Germany,Germany,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Nuernberg is not in Germany. This statement is:"
909,The city of Nuernberg is not in China.,1,Nuernberg,China,Germany,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Nuernberg is not in China. This statement is:"
910,The city of Zarqa is not in Jordan.,0,Zarqa,Jordan,Jordan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Zarqa is not in Jordan. This statement is:"
911,The city of Zarqa is not in India.,1,Zarqa,India,Jordan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Zarqa is not in India. This statement is:"
912,The city of Riga is not in Latvia.,0,Riga,Latvia,Latvia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Riga is not in Latvia. This statement is:"
913,The city of Riga is not in Japan.,1,Riga,Japan,Latvia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Riga is not in Japan. This statement is:"
914,The city of Nanded is not in India.,0,Nanded,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Nanded is not in India. This statement is:"
915,The city of Nanded is not in China.,1,Nanded,China,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Nanded is not in China. This statement is:"
916,The city of Gwalior is not in India.,0,Gwalior,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Gwalior is not in India. This statement is:"
917,The city of Gwalior is not in China.,1,Gwalior,China,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Gwalior is not in China. This statement is:"
918,The city of Dombivli is not in India.,0,Dombivli,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Dombivli is not in India. This statement is:"
919,The city of Dombivli is not in Mali.,1,Dombivli,Mali,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Dombivli is not in Mali. This statement is:"
920,The city of Kallakurichi is not in India.,0,Kallakurichi,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Kallakurichi is not in India. This statement is:"
921,The city of Kallakurichi is not in Iraq.,1,Kallakurichi,Iraq,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Kallakurichi is not in Iraq. This statement is:"
922,The city of Bekasi is not in Indonesia.,0,Bekasi,Indonesia,Indonesia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Bekasi is not in Indonesia. This statement is:"
923,The city of Bekasi is not in China.,1,Bekasi,China,Indonesia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Bekasi is not in China. This statement is:"
924,The city of Johor Bahru is not in Malaysia.,0,Johor Bahru,Malaysia,Malaysia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Johor Bahru is not in Malaysia. This statement is:"
925,The city of Johor Bahru is not in Cuba.,1,Johor Bahru,Cuba,Malaysia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Johor Bahru is not in Cuba. This statement is:"
926,The city of Santa Maria Chimalhuacan is not in Mexico.,0,Santa Maria Chimalhuacan,Mexico,Mexico,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Santa Maria Chimalhuacan is not in Mexico. This statement is:"
927,The city of Santa Maria Chimalhuacan is not in Saudi Arabia.,1,Santa Maria Chimalhuacan,Saudi Arabia,Mexico,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Santa Maria Chimalhuacan is not in Saudi Arabia. This statement is:"
928,The city of Urumqi is not in China.,0,Urumqi,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Urumqi is not in China. This statement is:"
929,The city of Urumqi is not in Vietnam.,1,Urumqi,Vietnam,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Urumqi is not in Vietnam. This statement is:"
930,The city of Qingdao is not in China.,0,Qingdao,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Qingdao is not in China. This statement is:"
